name,iso_country,municipality,iata_code
Skywest Inc Airport,US,Midland,
North Fork Valley Airport,US,Paonia,WPO
Big Foot Airfield,US,Walworth,
Brush Municipal Airport,US,Brush,
Camp Guernsey Airport,US,Guernsey,
Red Cloud Municipal Airport,US,Red Cloud,
Julesburg Municipal Airport,US,Julesburg,
City of Las Animas Bent County Airport,US,Las Animas,
Henry County Airport,US,Napoleon,
Hyde County Airport,US,Engelhard,
Bagley Municipal Airport,US,Bagley,
Clare County Airport,US,Harrison,
Antlers Municipal Airport,US,Antlers,ATE
Quincy Municipal Airport,US,Quincy,
Oxford County Regional Airport,US,Oxford,
San Saba County Municipal Airport,US,San Saba,
Marion County Airport,US,Buena Vista,
Mauston New Lisbon Union Airport,US,New Lisbon,
Ferguson Airport,US,Pensacola,
Pine Bluffs Municipal Airport,US,Pine Bluffs,
Mackinac County Airport,US,St Ignace,
Cheyenne Eagle Butte Airport,US,Eagle Butte,
Smithville Crawford Municipal Airport,US,Smithville,
Carnegie Municipal Airport,US,Carnegie,
Hiawatha Municipal Airport,US,Hiawatha,
Yazoo County Airport,US,Yazoo City,
El Dorado Springs Memorial Airport,US,El Dorado Springs,
Blackhawk Airfield,US,Madison,
Allendale County Airport,US,Allendale,
Eureka Airport,US,Eureka,
Spicewood Airport,US,Spicewood,
Albertville Regional Airport/Thomas J Brumlik Field,US,Albertville,
Guntersville Municipal Joe Starnes Field,US,Guntersville,
Livingston Municipal Airport,US,Livingston,
Wilgrove Air Park,US,Charlotte,QWG
Steven A. Bean Municipal Airport,US,Rangeley,
Hawthorne Feather Airpark,US,Hillsboro,
Tanner Hiller Airport,US,Barre/Barre Plains,
Mathews Memorial Airport,US,Tipton,
New Holstein Municipal Airport,US,New Holstein,
Sisseton Municipal Airport,US,Sisseton,
Clark County Airport,US,Clark,
Crosbyton Municipal Airport,US,Crosbyton,
Greater Morris County Airport,US,Daingerfield,
Murdo Municipal Airport,US,Murdo,
Willard Airport,US,Willard,
Corry Lawrence Airport,US,Corry,
Harrison County Airport,US,Cadiz,
Tomlinson Field,US,New Rockford,
Harper Municipal Airport,US,Harper,
Booneville Baldwyn Airport,US,Booneville/Baldwyn,
Garland Airport,US,Lewiston,
Providence Webster County Airport,US,Providence,
Skydive Chicago Airport,US,Ottawa,
Danville Airport,US,Danville,
Starr Browning Airstrip,US,Browning,
Polson Airport,US,Polson,
Live Oak County Airport,US,George West,
San Geronimo Airpark,US,San Antonio,
Schafer Usfs Airport,US,Schafer,
Terry Airport,US,Terry,
Townsend Airport,US,Townsend,
Astronaut Kent Rominger Airport,US,Del Norte,
Stuart Atkinson Municipal Airport,US,Atkinson,
Parkston Municipal Airport,US,Parkston,
Springfield Municipal Airport,US,Springfield,
New Market Airport,US,New Market,
Washington County Airport,US,Potosi,
Leaders Clear Lake Airport,US,Clear Lake,
Broken Bow Airport,US,Broken Bow,
Horton Municipal Airport,US,Horton,
Arrowhead Airport,US,Canadian,
Chattanooga Sky Harbor Airport,US,Chattanooga,
Richland Airport,US,Richland Center,
Mignon Laird Municipal Airport,US,Cheyenne,
David City Municipal Airport,US,David City,
Whiskey Creek Airport,US,Silver City,
Cassville Municipal Airport,US,Cassville,
Lackey Aviation Airport,US,Wharton,
Beulah Airport,US,Beulah,
Stallion Army Air Field,US,Socorro,
Cleveland Municipal Airport,US,Cleveland,
Tuscola Airport,US,Tuscola,
Walhalla Municipal Airport,US,Walhalla,
Ekalaka Airport,US,Ekalaka,
Allison Municipal Airport,US,Allison,
Onida Municipal Airport,US,Onida,
Bamberg County Airport,US,Bamberg,
Crawford Airport,US,Crawford,
Lumpkin County Wimpys Airport,US,Dahlonega,
Covington Municipal Airport,US,Covington,
Lawrence County Airport,US,Courtland,
Barwick Lafayette Airport,US,Lafayette,
Evart Municipal Airport,US,Evart,
Highmore Municipal Airport,US,Highmore,
Gregory Municipal Airport - Flynn Field,US,Gregory,
Harding County Airport,US,Buffalo,
Deck Airport,US,Myerstown,
Cando Municipal Airport,US,Cando,
Hastings Airport,US,Hastings,
Dublin Municipal Airport,US,Dublin,
Hoven Municipal Airport,US,Hoven,
Sycamore Strip,US,Fort Worth,
Prices Airport,US,Linden,
Akron Airport/Jesson Field,US,Akron,
Ebensburg Airport,US,Ebensburg,
Ellsworth Municipal Airport,US,Ellsworth,
Kingman Airport Clyde Cessna Field,US,Kingman,
Edwards Af Aux North Base Airport,US,Edwards,
Ackerman Choctaw County Airport,US,Ackerman,
Kelly Airport,US,Oak Grove,
Sheridan Municipal Airport,US,Sheridan,
Scobey Airport,US,Scobey,
Mineral County Airport,US,Superior,
Three Forks Airport,US,Three Forks,
Lexington Airport,US,Lexington,
Turner Airport,US,Turner,
Austin Airport,US,Austin,ASQ
Dixon Airport,US,Dixon,
Currant Ranch Airport,US,Currant,
Modisett Airport,US,Rushville,
Martin Municipal Airport,US,Martin,
Eads Municipal Airport,US,Eads,
Chamberlain Municipal Airport,US,Chamberlain,
Williams Airport,US,Porter,
Weydahl Field,US,Killdeer,
Vaiden Field,US,Marion,
Eagle Airpark,US,Bullhead City,
Sun Valley Airport,US,Bullhead City,
California Pines Airport,US,Alturas,
Scott Valley Airport,US,Fort Jones,
Butte Valley Airport,US,Dorris,
Dayton Valley Airpark,US,Dayton/Carson City,
Ak-Chin Regional Airport,US,Maricopa,
Colorado Springs East Airport,US,Ellicott,
Logan County Airport,US,Lincoln,
Apalachicola Regional Airport,US,Apalachicola,AAF
Colonel James Jabara Airport,US,Wichita,
Andrau Airpark,US,Houston,
Taylor County Airport,US,Campbellsville,
Alturas Municipal Airport,US,Alturas,
Lehigh Valley International Airport,US,Allentown,ABE
Abilene Regional Airport,US,Abilene,ABI
Albuquerque International Sunport,US,Albuquerque,ABQ
Aberdeen Regional Airport,US,Aberdeen,ABR
Southwest Georgia Regional Airport,US,Albany,ABY
Antrim County Airport,US,Bellaire,ACB
Jimmy Carter Regional Airport,US,Americus,
Nantucket Memorial Airport,US,Nantucket,ACK
Allen Parish Airport,US,Oakdale,
Waseca Municipal Airport,US,Waseca,
Waco Regional Airport,US,Waco,ACT
California Redwood Coast-Humboldt County Airport,US,Arcata/Eureka,ACV
Atlantic City International Airport,US,Atlantic City,ACY
Henderson Field,US,Wallace,
Wadena Municipal Airport,US,Wadena,
Lenawee County Airport,US,Adrian,ADG
Ada Regional Airport,US,Ada,ADT
Ardmore Municipal Airport,US,Ardmore,ADM
Addison Airport,US,Dallas,ADS
Atwood-Rawlins County City Airport,US,Atwood,
Audubon County Airport,US,Audubon,
Joint Base Andrews,US,Camp Springs,ADW
Kake Seaplane Base,US,Kake,KAE
Double Eagle II Airport,US,Albuquerque,
Central Colorado Regional Airport,US,Buena Vista,
Albert Lea Municipal Airport,US,Albert Lea,AEL
Alexandria International Airport,US,Alexandria,AEX
Karato Airport,PG,Karato,KAF
USAF Academy Airfield,US,Colorado Springs,AFF
Washington County Airport,US,Washington,WSG
Nebraska City Municipal Airport,US,Nebraska City,
Jaffrey Airport Silver Ranch Airport,US,Jaffrey,AFN
Afton Municipal Airport,US,Afton,AFO
Anson County Airport - Jeff Cloud Field,US,Wadesboro,
Fort Worth Alliance Airport,US,Fort Worth,AFW
Allegheny County Airport,US,Pittsburgh,AGC
Ralph C Weiser Field,US,Magnolia,AGO
MacDill Air Force Base Auxiliary Field,US,Avon Park,
Augusta Regional At Bush Field,US,Augusta,AGS
Wagner Municipal Airport,US,Wagner,
Amedee Army Air Field,US,Herlong,AHC
Amery Municipal Airport,US,Amery,AHH
Athens Ben Epps Airport,US,Athens,AHN
Wahoo Municipal Airport,US,Wahoo,
Alliance Municipal Airport,US,Alliance,AIA
Hopkins Field,US,Nucla,
Anderson Municipal Darlington Field,US,Anderson,AID
Langlade County Airport,US,Antigo,
Aiken Regional Airport,US,Aiken,AIK
Atlantic Municipal Airport,US,Atlantic,AIO
Aitkin Municipal Steve Kurtz Field,US,Aitkin,
George Downer Airport,US,Aliceville,AIV
Atlantic City Municipal Bader Field,US,Atlantic City,AIY
Lee C Fine Memorial Airport,US,Kaiser Lake Ozark,AIZ
Mount Carmel Municipal Airport,US,Mount Carmel,
Corona Municipal Airport,US,Corona,
Habersham County Airport,US,Cornelia,
Blake Field,US,Delta,
Kar Airport,PG,Kar,
Gastonia Municipal Airport,US,Gastonia,
Colorado Plains Regional Airport,US,Akron,AKO
Wakefield Municipal Airport,US,Wakefield,
Akron Fulton International Airport,US,Akron,AKC
Albany International Airport,US,Albany,ALB
Alice International Airport,US,Alice,ALI
Alamogordo White Sands Regional Airport,US,Alamogordo,ALM
St Louis Regional Airport,US,Alton/St Louis,ALN
Waterloo Regional Airport,US,Waterloo,ALO
San Luis Valley Regional Bergman Field,US,Alamosa,ALS
Walla Walla Regional Airport,US,Walla Walla,ALW
Thomas C Russell Field,US,Alexander City,ALX
Rick Husband Amarillo International Airport,US,Amarillo,AMA
Bacon County Airport,US,Alma,
Gratiot Community Airport,US,Alma,AMN
Alexander Salamon Airport,US,West Union,
Ames Municipal Airport,US,Ames,AMW
Anniston Regional Airport,US,Anniston,ANB
Anderson Regional Airport,US,Anderson,AND
Anoka County-Blaine (Janes Field) Airport,US,Minneapolis,
Sault Ste Marie Municipal Sanderson Field,US,Sault Ste Marie,
Harriet Alexander Field,US,Salida,SLT
Lee Airport,US,Annapolis,ANP
Tri State Steuben County Airport,US,Angola,ANQ
Ainsworth Regional Airport,US,Ainsworth,ANW
Anthony Municipal Airport,US,Anthony,ANY
Arco Butte County Airport,US,Arco,
Lima Allen County Airport,US,Lima,AOH
Altoona Blair County Airport,US,Altoona,AOO
Ava Bill Martin Memorial Airport,US,Ava,
Centennial Airport,US,Denver,APA
Napa County Airport,US,Napa,APC
Naples Municipal Airport,US,Naples,APF
Phillips Army Air Field,US,Aberdeen Proving Grounds(Aberdeen),APG
A P Hill AAF (Fort A P Hill) Airport,US,Fort A. P. Hill,APH
Alpena County Regional Airport,US,Alpena,APN
Marion County Brown Field,US,Jasper,APT
Apple Valley Airport,US,Apple Valley,APV
Zapata County Airport,US,Zapata,
Kamulai Airport,PG,Kamulai Mission,KAQ
Llano Municipal Airport,US,Llano,
Appleton Municipal Airport,US,Appleton,
Atoka Municipal Airport,US,Atoka,
Harriman and West Airport,US,North Adams,
Acadiana Regional Airport,US,New Iberia,ARA
Ann Arbor Municipal Airport,US,Ann Arbor,ARB
Walnut Ridge Regional Airport,US,Walnut Ridge,ARG
Wharton Regional Airport,US,Wharton,WHT
Aurora Municipal Airport,US,Chicago/Aurora,AUZ
Watertown International Airport,US,Watertown,ART
Lakeland-Noble F. Lee Memorial field,US,Minocqua-Woodruff,ARV
Beaufort County Airport,US,Beaufort,BFT
Slidell Airport,US,Slidell,
Aspen-Pitkin Co/Sardy Field,US,Aspen,ASE
Springdale Municipal Airport,US,Springdale,SPZ
Boire Field,US,Nashua,ASH
Tri County Airport,US,Ahoskie,
Harrison County Airport,US,Marshall,ASL
Talladega Municipal Airport,US,Talladega,ASN
Astoria Regional Airport,US,Astoria,AST
Warsaw Municipal Airport,US,Warsaw,
John F Kennedy Memorial Airport,US,Ashland,ASX
Ashley Municipal Airport,US,Ashley,ASY
Hall Miller Municipal Airport,US,Atlanta,
Hartsfield Jackson Atlanta International Airport,US,Atlanta,ATL
Artesia Municipal Airport,US,Artesia,ATS
Appleton International Airport,US,Appleton,ATW
Watertown Regional Airport,US,Watertown,ATY
Augusta State Airport,US,Augusta,AUG
Aurora Municipal Al Potter Field,US,Aurora,
Austin Municipal Airport,US,Austin,AUM
Auburn Municipal Airport,US,Auburn,AUN
Auburn University Regional Airport,US,Auburn,AUO
Austin Bergstrom International Airport,US,Austin,AUS
Wausau Downtown Airport,US,Wausau,AUW
Mecklenburg Brunswick Regional Airport,US,South Hill,
Alva Regional Airport,US,Alva,
Asheville Regional Airport,US,Asheville,AVL
Avon Park Executive Airport,US,Avon Park,AVO
Wilkes Barre Scranton International Airport,US,Wilkes-Barre/Scranton,AVP
Marana Regional Airport,US,Tucson,AVW
Catalina Airport,US,Avalon,AVX
Washington Municipal Airport,US,Washington,
West Memphis Municipal Airport,US,West Memphis,AWM
Arlington Municipal Airport,US,Arlington,
Algona Municipal Airport,US,Algona,AXG
Houston Southwest Airport,US,Houston,
Chandler Field,US,Alexandria,AXN
Clarion County Airport,US,Clarion,
Altus Quartz Mountain Regional Airport,US,Altus,AXS
Neil Armstrong Airport,US,Wapakoneta,AXV
Angel Fire Airport,US,Angel Fire,AXX
Ft Devens Moore Army Air Field,US,,AYE
Waycross Ware County Airport,US,Waycross,AYS
Arnold Air Force Base,US,Tullahoma,TUH
Colorado City Municipal Airport,US,Colorado City,
Hazlehurst Airport,US,Hazlehurst,
Kalamazoo Battle Creek International Airport,US,Kalamazoo,AZO
Whitfords Airport,US,Weedsport,
Biddeford Municipal Airport,US,Biddeford,
Sugarloaf Regional Airport,US,Carrabassett,
Beale Air Force Base,US,Marysville,BAB
Barksdale Air Force Base,US,Bossier City,BAD
Westfield-Barnes Regional Airport,US,Westfield/Springfield,BAF
Columbus Municipal Airport,US,Columbus,CLU
Battle Mountain Airport,US,Battle Mountain,BAM
Huron County Memorial Airport,US,Bad Axe,
New Braunfels Municipal Airport,US,New Braunfels,
Benson Municipal Airport,US,Benson,BBB
Curtis Field,US,Brady,BBD
Marlboro County Jetport H.E. Avent Field,US,Bennettsville,BTN
Broken Bow Municipal Airport,US,Broken Bow,BBW
Virginia Tech Montgomery Executive Airport,US,Blacksburg,BCB
Bryce Canyon Airport,US,Bryce Canyon,BCE
Black River Falls Area Airport,US,Black River Falls,
Boca Raton Airport,US,Boca Raton,BCT
Baudette International Airport,US,Baudette,BDE
Blanding Municipal Airport,US,Blanding,BDG
Boulder Junction Payzer Airport,US,Boulder Junction,
Bradley International Airport,US,Hartford,BDL
Bend Municipal Airport,US,Bend,
Morrilton Municipal Airport,US,Morrilton,
Igor I Sikorsky Memorial Airport,US,Bridgeport,BDR
Boulder Municipal Airport,US,Boulder,WBU
Broadus Airport,US,,
Bell Island Hot Springs Seaplane Base,US,Bell Island,KBE
Beeville Municipal Airport,US,Beeville,
Beech Factory Airport,US,Wichita,BEC
Laurence G Hanscom Field,US,Bedford,BED
Southwest Michigan Regional Airport,US,Benton Harbor,BEH
Boyne Mountain Airport,US,Boyne Falls,
Bradford Regional Airport,US,Bradford,BFD
Terry County Airport,US,Brownfield,
Western Neb. Rgnl/William B. Heilig Airport,US,Scottsbluff,BFF
Boeing Field King County International Airport,US,Seattle,BFI
Buffalo Municipal Airport,US,Buffalo,
Meadows Field,US,Bakersfield,BFL
Mobile Downtown Airport,US,Mobile,BFM
Virgil I Grissom Municipal Airport,US,Bedford,BFR
Silver Bay Municipal Airport,US,Silver Bay,
Hutchinson County Airport,US,Borger,BGD
Decatur County Industrial Air Park,US,Bainbridge,BGE
Winchester Municipal Airport,US,Winchester,
Greater Binghamton/Edwin A Link field,US,Binghamton,BGM
Bangor International Airport,US,Bangor,BGR
Hancock County-Bar Harbor Airport,US,Bar Harbor,BHB
Baxley Municipal Airport,US,Baxley,
Baker Municipal Airport,US,Baker,
Birmingham-Shuttlesworth International Airport,US,Birmingham,BHM
Block Island State Airport,US,Block Island,BID
Beatrice Municipal Airport,US,Beatrice,BIE
Biggs Army Air Field (Fort Bliss),US,Fort Bliss/El Paso,BIF
Eastern Sierra Regional Airport,US,Bishop,BIH
Early County Airport,US,Blakely,
Billings Logan International Airport,US,Billings,BIL
Bismarck Municipal Airport,US,Bismarck,BIS
Tulip City Airport,US,Holland,
Keesler Air Force Base,US,Biloxi,BIX
Rocky Mountain Metropolitan Airport,US,Denver,BJC
Bemidji Regional Airport,US,Bemidji,BJI
Wayne County Airport,US,Wooster,BJJ
Stephens County Airport,US,Breckenridge,BKD
Baker City Municipal Airport,US,Baker City,BKE
Buckley Air Force Base,US,Aurora,BFK
Burke Lakefront Airport,US,Cleveland,BKL
Blackwell Tonkawa Municipal Airport,US,Blackwell,
Brooks County Airport,US,Falfurrias,
Allen C Perkinson Blackstone Army Air Field,US,Blackstone,BKT
Hernando County Airport,US,Brooksville,
Raleigh County Memorial Airport,US,Beckley,BKW
Brookings Regional Airport,US,Brookings,BKX
Mercer County Airport,US,Bluefield,BLF
Blythe Airport,US,Blythe,BLH
Bellingham International Airport,US,Bellingham,BLI
Monmouth Executive Airport,US,Belmar/Farmingdale,BLM
Blue Canyon Nyack Airport,US,Emigrant Gap,BLU
Scott AFB/Midamerica Airport,US,Belleville,BLV
Kabwum,PG,,KBM
Brigham City Regional Airport,US,Brigham City,BMC
Monroe County Airport,US,Bloomington,BMG
Central Illinois Regional Airport at Bloomington-Normal,US,Bloomington/Normal,BMI
Berlin Regional Airport,US,Berlin,BML
Burnet Municipal Kate Craddock Field,US,Burnet,
Beaumont Municipal Airport,US,Beaumont,BMT
Nashville International Airport,US,Nashville,BNA
Banning Municipal Airport,US,Banning,BNG
Barnwell Regional Airport,US,Barnwell,BNL
Burns Municipal Airport,US,Burns,BNO
Boone Municipal Airport,US,Boone,BNW
Boise Air Terminal/Gowen Field,US,Boise,BOI
General Edward Lawrence Logan International Airport,US,Boston,BOS
Bartow Executive Airport,US,Bartow,BOW
Big Spring Mc Mahon-Wrinkle Airport,US,Big Spring,HCA
Miley Memorial Field,US,Big Piney,BPI
Ozark Regional Airport,US,Mountain Home,WMH
Bowman Municipal Airport,US,Bowman,
Southeast Texas Regional Airport,US,Beaumont/Port Arthur,BPT
Brunswick Golden Isles Airport,US,Brunswick,BQK
Morehouse Memorial Airport,US,Bastrop,
Buffalo Lancaster Regional Airport,US,Lancaster,
Brainerd Lakes Regional Airport,US,Brainerd,BRD
Southeast Iowa Regional Airport,US,Burlington,BRL
Brownsville South Padre Island International Airport,US,Brownsville,BRO
Samuels Field,US,Bardstown,BRY
Belfast Municipal Airport,US,Belfast,
Blair Municipal Airport,US,Blair,
Skypark Airport,US,Bountiful,BTF
W K Kellogg Airport,US,Battle Creek,BTL
Bert Mooney Airport,US,Butte,BTM
Britton Municipal Airport,US,Britton,TTO
Pittsburgh/Butler Regional Airport,US,Butler,BTP
Baton Rouge Metropolitan Airport,US,Baton Rouge,BTR
Burlington International Airport,US,Burlington,BTV
Beatty Airport,US,Beatty,BTY
Cram Field,US,Burwell,BUB
Buffalo Niagara International Airport,US,Buffalo,BUF
Butler Memorial Airport,US,Butler,BUM
Bob Hope Airport,US,Burbank,BUR
Burlington Municipal Airport,US,Burlington,
Burlington Alamance Regional Airport,US,Burlington,
Beaver County Airport,US,Beaver Falls,BFP
Albion Municipal Airport,US,Albion,
Bartlesville Municipal Airport,US,Bartlesville,BVO
Skagit Regional Airport,US,Burlington/Mount Vernon,MVW
Batesville Regional Airport,US,Batesville,BVX
Beverly Municipal Airport,US,Beverly,BVY
Brawley Municipal Airport,US,Brawley,BWC
Brownwood Regional Airport,US,Brownwood,BWD
